ticker,mean_volume,median_volum
TF.TO,78096.0574018127,65691.5
TML.TO,78087.8247734139,48065.5
VGRO.TO,77714.73308270676,70649.5
ALC.DB.A.TO,76680.95238095238,23000.0
DFE.TO,75804.06290531777,25400.0
URB.A.TO,75375.33947368422,36541.5
DR.TO,75005.1706185567,52151.0
PSD.TO,74829.39708939708,33007.0
NCU.TO,73270.40158172233,24817.5
CLIQ.DB.TO,73215.78947368421,38500.0
XSB.TO,72830.0769738289,51000.0
KXS.TO,72314.38103302286,55581.0
IRON.TO,72225.32854864433,24000.0
MI.UN.TO,72111.27777777778,34998.0
NWH.DB.F.TO,72084.90145985401,25000.0
HQU.TO,71924.5697240865,35431.0
VNP.DB.TO,71875.58297872341,15000.0
HOT.DB.U.TO,71603.28638497653,31500.0
ESM.TO,71389.38861788617,39935.0
EXN.TO,71157.51996489688,39960.0
TMI.TO,70751.64297253636,40000.0
CCA.TO,70660.9791529515,47600.0
CM.PR.R.TO,70489.43418013857,21300.0
CJ.DB.TO,70371.35453474676,9000.0
XDV.TO,70122.39793438639,54655.5
SOT.UN.TO,69825.07955182073,29407.0
MPVD.TO,69536.59648142976,36300.0
ESP.TO,69427.408045977,12600.0
OLA.TO,69330.79487179487,33736.5
KOR.TO,69292.16159250586,39400.0
SMC.TO,68863.08165057068,19913.0
MAV.TO,68559.43949044586,17000.0
III.TO,67642.99758613123,35870.0
XMA.TO,67298.82472660996,40200.0
JWEL.TO,67242.46210268949,42537.0
BDT.TO,67053.17966830467,39102.5
BTB.UN.TO,66466.75059382422,50406.0
BLX.TO,66307.60552874068,27362.5
CWX.TO,66210.4284057971,28150.0
VFF.TO,66178.62797125484,8000.0
WPRT.TO,66081.29298831386,39814.5
TOY.TO,65945.82458100558,43523.0
MSI.TO,65885.1806010116,39498.0
TD.PF.H.TO,65868.4376012966,16492.0
PTM.WT.U.TO,65300.51794871795,0.0
DRA.UN.TO,65114.57831325301,44583.0
FSV.TO,63775.57437472576,37614.0
HPR.TO,63501.54391217565,38575.5
DXI.TO,63263.75,19054.0
GS.TO,63134.58135168961,33959.5
FIH.U.TO,62398.294117647056,33283.0
PLZ.UN.TO,62251.28826728827,41352.0
NKO.NT.TO,62221.83653846154,0.0
AZZ.TO,61857.26432532348,8020.0
Y.TO,61843.61950904393,29582.5
IPO.TO,61558.74520069808,29655.0
SRHI.WT.TO,61350.282907662084,11000.0
ZAG.TO,61195.61896322552,26080.0
RAY.A.TO,60726.34973262032,21832.0
GCL.TO,60715.740426775796,31618.0
SOX.DB.A.TO,60313.19531953195,23000.0
PHX.TO,60041.70691068014,30377.0
ALS.TO,59615.47446808511,38545.0
CWX.NT.A.TO,59368.42105263158,15000.0
NWH.DB.D.TO,59224.964539007095,15000.0
HHL.TO,58971.525597269625,50702.0
CLR.TO,58833.53045822102,34496.0
SOLG.TO,58720.46287128713,23652.5
MSV.TO,58712.52012012012,33512.0
ITH.TO,58396.6393659181,17500.0
CIGI.TO,58341.20531914894,44990.0
PIF.TO,57809.690274841436,30346.0
ZAR.TO,57716.03643546971,38000.0
LUG.TO,57514.15090735435,31000.0
ZCN.TO,57455.013179571666,25930.5
GQM.TO,57087.159483701595,28000.0
BB.DB.V.TO,56414.58733205374,0.0
IN.WT.TO,56403.72189349112,16957.0
NOA.DB.TO,56372.34042553192,12000.0
TRZ.TO,56342.071863581,38150.0
HE.TO,56309.18900555899,16050.0
AIF.TO,55785.99883923389,30643.5
BGI.UN.TO,55533.76583629893,47534.0
TNT.UN.TO,55467.02175438596,31400.0
MAW.TO,55389.3271313524,24700.0
AFN.DB.C.TO,55300.936768149884,19000.0
E.TO,54913.21052631579,19400.0
IIP.UN.TO,54806.65576432382,11500.0
DNG.TO,54794.85323992995,32879.0
CCZ.TO,54582.921104972374,14300.0
AFN.DB.B.TO,54564.524033930255,10000.0
EPS.TO,54312.403533568904,15149.5
FOOD.TO,54072.881395348835,29937.5
PGI.UN.TO,53861.989482200646,42629.0
DII.B.TO,53747.888767003074,35300.0
IBG.DB.D.TO,53647.05882352941,16000.0
TF.DB.B.TO,53582.84600389864,20000.0
AVP.TO,53550.01739326858,5867.0
BMO.PR.E.TO,53464.92727272727,17728.0
RCH.TO,53050.152326602285,21000.0
GTMS.TO,52999.13265306123,13350.0
HZM.TO,52724.24325726141,0.0
UNS.TO,52473.17493415277,20600.0
AJX.TO,52290.072222222225,25060.0
SCB.TO,52157.22041259501,19900.0
DLR.U.TO,51637.10851202079,35444.0
ZWU.TO,51634.380304679,41976.0
ZCS.TO,51151.58014247551,30512.0
AGT.TO,50355.02952353113,29632.0
TRP.PR.K.TO,50317.56183745583,16095.5
ECO.TO,50231.02953586498,11053.5
CLF.TO,49562.627789776816,38715.0
TF.DB.A.TO,49021.739130434784,19000.0
AMM.TO,48930.77473042663,27421.5
WJX.TO,48905.68890183513,35047.0
FAP.TO,48899.541246160596,41931.5
ZUB.TO,48848.47045454545,25866.0
CRDL.TO,48768.16279069767,32752.0
NCF.TO,48758.94409937888,13925.0
SDY.TO,48300.00483325278,14400.0
POM.TO,48175.32151589242,22525.0
AUP.TO,48129.00764655905,20550.0
XTC.TO,47662.031842818426,15355.0
SOT.DB.TO,47570.37037037037,19000.0
OPS.TO,47021.28112449799,27114.0
SJ.TO,46901.573662188945,20932.0
PAY.TO,46779.92147624656,3300.0
SSL.WT.TO,46714.64388185654,6709.0
HED.TO,46369.756830601094,23202.0
SEA.TO,46185.32528533802,27663.5
TMR.TO,45913.26425438596,28386.5
RSI.DB.E.TO,45718.25396825397,16000.0
TD.PF.K.TO,45602.875,16685.0
FTN.TO,45473.814032342205,18608.0
AFN.TO,45140.96027027027,29500.0
NPK.TO,45088.34570765661,19947.0
VBAL.TO,44806.33082706767,41718.5
AI.DB.D.TO,44768.2119205298,13000.0
RY.PR.S.TO,44763.05194805195,24313.0
IPLP.TO,44546.079268292684,23473.0
BNS.PR.I.TO,44396.94565217391,28280.0
PL.TO,44338.007604562736,14653.0
HWO.TO,44322.5467603912,22181.0
ORL.TO,44276.89158279963,17200.5
GDC.TO,44233.33546819788,11800.0
WIR.U.TO,44207.173050615595,22981.0
XSU.TO,44033.410440122825,24000.0
ZHY.TO,43979.819234194125,27361.5
EXF.TO,43708.15577557756,21723.0
MRT.UN.TO,43469.616330114135,28038.5
FSZ.TO,43413.23499061914,21616.0
HFR.TO,43081.620253164554,22781.0
BIK.PR.A.TO,42937.61538461538,12468.0
NPF.UN.TO,42889.365522174536,4911.0
XUS.TO,42833.57715839565,29713.0
VFV.TO,42742.1216730038,31082.0
MBA.TO,42568.739149689995,20500.0
GEO.TO,42468.13090024331,6000.0
PLZ.DB.E.TO,42379.44664031621,12000.0
XMD.TO,42287.77597330367,13127.0
MBX.TO,41928.63827899756,19500.0
EIF.TO,41684.21956740443,17200.0
DGS.TO,41641.84704131001,15521.0
PRNTO,41387.37837837838,24200.0
HZU.TO,41078.17602363867,30255.0
VNR.TO,40998.73782360685,33300.0
BNS.PR.H.TO,40917.09983633388,10500.0
ZWE.TO,40559.773041474655,32019.5
CDZ.TO,40458.8537447766,32000.0
BMO.PR.B.TO,40375.13628620102,8327.0
CWB.PR.D.TO,40239.055555555555,18882.5
PBH.TO,40225.22713280563,18599.0
XHY.TO,40148.2425852147,28727.0
TOT.TO,39959.81437125748,23118.0
ADW.A.TO,39860.456066945604,17298.0
SXP.TO,39838.609031858956,17700.0
XEF.TO,39696.42760027193,29682.0
AII.TO,39660.688524590165,26604.0
MMP.UN.TO,39508.336492890994,28192.0
XIT.TO,39392.08892355694,21100.0
CXN.TO,39365.745533558664,0.0
AQY.A.TO,39193.478155339806,100.0
RY.PR.Q.TO,39164.88610763454,13365.0
HOM.U.TO,39107.380208333336,26268.5
SRT.UN.TO,39009.46419753086,28660.0
ZBK.TO,38912.03253968254,22794.5
PNC.B.TO,38453.25168306577,0.0
FFH.TO,38428.351547070444,28501.0
HLC.DB.TO,38360.2787028922,12000.0
TPH.DB.E.TO,38297.993514915695,16000.0
AEF.WT.TO,38095.52128883774,750.0
APS.TO,37966.640249332144,22025.0
HYD.TO,37777.63989230424,10000.0
BLU.TO,37596.583021772596,3533.0
CRWN.TO,37489.89565217392,3220.0
ACR.UN.TO,37473.017704918035,25201.0
JOY.TO,37462.51192504259,11900.0
CM.PR.S.TO,37342.40579710145,15466.0
FC.DB.I.TO,37295.85798816568,10000.0
GSY.TO,37263.000658327845,18271.5
BNG.TO,37249.12530989407,8600.0
ZCL.TO,37236.82137371077,12990.0
FSB.TO,36888.27747252747,24598.5
EFR.TO,36857.33208955224,4709.0
PSB.TO,36748.395336787566,12638.5
MRD.TO,36597.07903402854,6500.0
XRB.TO,36582.64611178615,20130.5
MNT.TO,36488.02479338843,16140.0
VUN.TO,36020.10439164867,28253.0
XAW.TO,35970.52527254708,25772.0
CPH.TO,35952.34880368983,9425.0
NDM.WT.B.TO,35907.82005899705,3850.0
MRG.UN.TO,35881.0,27443.0
BXE.DB.TO,35799.28952042629,4000.0
PAR.UN.TO,35756.5008675535,22521.0
TD.PF.G.TO,35716.36107554418,11170.0
EIF.DB.G.TO,35705.75613618369,10000.0
DFN.TO,35649.52227260603,23317.0
HDI.TO,35356.47692307692,20177.5
SOX.TO,35153.867338371114,24631.0
CKI.TO,35033.26887417219,6164.5
BMO.PR.C.TO,34950.03252032521,7750.0
ENB.PF.K.TO,34721.20598006644,12810.0
ASM.TO,34562.07042253521,20088.0
CFF.TO,34314.8143812709,14164.0
NEO.TO,34314.45695364238,15675.0
GVC.TO,34289.81991572411,3950.0
KRN.TO,34217.494163424126,17627.0
HEX.TO,34128.9141566265,10568.5
CTF.UN.TO,34088.55139720559,14216.0
KLS.TO,33854.85008375209,18589.5
LN.TO,33850.14090287278,2000.0
ZLB.TO,33656.22415669206,25713.5
IVQ.DB.U.TO,33619.40298507463,12500.0
VCN.TO,33295.0467962563,27130.0
GDI.TO,33271.91211401425,12200.0
TMI.B.TO,33184.5379644588,10000.0
TRP.PR.J.TO,33182.16526610644,10436.0
SAM.TO,33124.67308533917,12625.0
IMV.TO,33059.933270676695,21336.0
GCG.A.TO,32864.85906188064,7930.0
VAB.TO,32612.68950276243,24198.5
PME.TO,32562.629389703376,24914.0
MFC.PR.R.TO,32561.31150442478,12444.0
ANX.TO,32474.985123605336,8125.0
ZWH.TO,32001.08095238095,26256.0
ITC.TO,31914.001705029837,15262.0
SOY.TO,31847.743551289743,18600.0
DR.DB.A.TO,31758.881706528766,10000.0
SUM.TO,31736.452908587256,11000.0
ATD.A.TO,31535.37942626625,2462.0
STGO.TO,31420.413612565444,11200.0
PLC.TO,31399.52801358234,22825.0
XCS.TO,31397.39346494214,16046.0
FVL.TO,31358.085976810326,9333.0
APR.UN.TO,31326.951165371807,15540.0
IBG.TO,30844.925344352618,16148.0
ENB.PF.I.TO,30841.274822695035,9793.0
FIG.TO,30807.98092209857,20806.0
RBN.UN.TO,30552.638760711932,22400.0
FGE.DB.A.TO,30548.872180451126,4500.0
PMIF.TO,30475.822857142855,19296.0
ZDV.TO,30421.5837867247,23688.5
ZCM.TO,30259.204957945993,17411.0
HSL.TO,30238.04800229951,2200.0
LFE.TO,30143.159562211982,16493.5
RME.TO,29851.52834958469,16300.0
BOS.TO,29840.703081876723,7000.0
DRX.TO,29699.460508995173,8600.0
NOA.TO,29658.529566360052,10251.5
VSB.TO,29488.7,19083.0
SIS.TO,29443.760975609755,5450.0
VEE.TO,29405.52320441989,18659.5
ZWC.TO,29236.706457925637,23285.0
ZQQ.TO,29210.78353253652,13616.0
ASP.WT.TO,29147.231707317074,0.0
ZRE.TO,29120.567211625796,21693.0
GCL.DB.A.TO,29057.61776447106,14000.0
TVK.DB.TO,28974.260599793175,1000.0
HRX.TO,28782.03052261748,9791.0
VSC.TO,28756.010773130543,18700.5
MOGO.DB.TO,28697.674418604653,3000.0
VXC.TO,28660.514629948364,24950.0
IVQ.U.TO,28641.792253521126,22551.0
HQD.TO,28437.405597014924,4830.5
HLF.TO,28343.661204708056,7400.0
ECS.WT.TO,28330.466135458166,950.0
FIRE.DB.TO,28285.714285714286,0.0
HFD.TO,28271.067143830947,11392.0
EMA.PR.H.TO,28099.527173913044,12244.5
XLB.TO,28082.784991843393,11803.0
ERO.TO,27974.536277602525,0.0
FC.DB.H.TO,27822.115384615383,5000.0
DF.TO,27776.579238529124,13500.0
PZA.TO,27716.19130998703,17405.5
AI.DB.C.TO,27699.530516431925,7000.0
ZIC.TO,27690.391650099402,10614.0
CHB.TO,27307.548030101814,17802.0
CSU.TO,27145.294136392607,18420.0
PPL.PF.A.TO,27105.37623762376,8900.0
BPF.UN.TO,27051.341650671784,18600.0
ET.TO,27043.872910753704,13470.0
HAB.TO,26742.705909725453,17554.0
ZLU.TO,26594.72016183412,17295.0
GMX.TO,26526.315685845548,9200.0
INV.TO,26507.83391887576,4700.0
TZZ.TO,26443.70302311796,20192.0
MR.DB.A.TO,26215.017064846415,5000.0
BCE.PR.K.TO,26126.092853416798,17271.0
COW.TO,25867.96827094474,9800.0
AI.DB.B.TO,25784.192064923354,9000.0
RY.PR.Z.TO,25764.232100708105,14160.0
TRP.PR.D.TO,25758.262,12519.5
TD.PF.C.TO,25753.86,13400.0
XCT.TO,25726.62778505898,6610.0
DFN.PR.A.TO,25598.325848303393,14363.0
RY.PR.J.TO,25513.00588235294,11672.0
MXG.TO,25458.77035735208,5492.5
XFR.TO,25373.266334440752,8369.0
ZDM.TO,25220.186553873555,11673.5
ATL.TO,24848.807419100238,2000.0
FAR.TO,24786.616544117645,4900.0
EFR.DB.TO,24768.208661417324,0.0
AI.TO,24676.027093596058,18435.5
LBS.TO,24554.803421562297,16885.0
BYD.UN.TO,24540.66703369302,14402.0
NA.PR.E.TO,24267.379562043796,10717.5
FTN.PR.A.TO,24234.671157684632,11500.0
FC.TO,24232.328343313373,19766.5
RY.PR.H.TO,24161.83558178752,12425.5
MFR.UN.TO,24094.841050449206,18349.0
CRT.UN.TO,24071.466254218223,8304.0
ONC.WT.TO,24065.735023041474,3000.0
OXC.TO,24002.596008258774,5600.0
MYA.TO,23837.936619718308,10945.0
MAL.TO,23597.56967032967,12600.0
ENB.PR.F.TO,23457.1088664422,13500.0
ZUT.TO,23451.73528109783,13800.0
TD.PF.A.TO,23385.713924050633,11096.0
XEI.TO,23370.804060913706,15686.5
XMC.TO,23367.83833494676,4670.0
XGB.TO,23232.875122269317,13175.0
NA.PR.C.TO,23232.61971830986,9300.0
UWE.TO,23103.097605893185,8597.0
FFN.TO,23055.353088480802,12310.0
BRY.TO,22956.593326381648,10348.0
GCM.TO,22843.0572450805,1409.0
ENB.PR.B.TO,22819.319504310344,13191.0
CTX.TO,22738.189261744967,10000.0
ZUE.TO,22707.547629039025,10333.0
TMD.TO,22679.877717391304,5448.5
TD.PF.J.TO,22502.605042016807,8273.0
BMO.PR.S.TO,22475.895387149918,10369.0
LNF.TO,22468.940026362037,6954.0
RBNK.TO,22355.03846153846,6976.5
VDY.TO,22304.235107731307,12441.0
GLG.TO,22209.749188018766,5000.0
BRB.TO,22191.418169672677,9300.0
BAM.PF.I.TO,22166.768959435627,5876.0
ENB.PR.Y.TO,22142.875871687585,11757.0
MR.DB.TO,22123.446647780926,4000.0
MCB.TO,22042.902955447727,6200.0
RPF.TO,22034.783251231525,13793.0
VGZ.TO,21912.96477794793,9640.0
SRHI.TO,21909.047151277013,13974.0
BMO.PR.D.TO,21902.731884057972,10804.0
PMT.TO,21897.969952818476,14110.0
NDM.WT.A.TO,21711.116899618806,500.0
FTS.PR.M.TO,21578.627362736275,8721.0
ENB.PR.N.TO,21564.196137598068,12630.0
HLS.TO,21488.81818181818,2524.0
INO.UN.TO,21370.106512890095,15667.0
ENB.PF.C.TO,21232.9405360134,10215.5
NA.PR.G.TO,21211.49717514124,8306.0
AUMN.TO,21166.35744680851,7562.5
IFC.PR.G.TO,21117.736559139787,11260.0
ENB.PR.D.TO,21050.533260032986,11062.0
TD.PF.B.TO,20949.223580786027,10777.0
FLI.TO,20937.232413178986,15644.0
OGD.TO,20801.70064910271,4000.0
FN.TO,20588.954059156702,12800.0
HBF.TO,20542.858361774743,14286.5
XWD.TO,20492.107569721116,7649.0
XEM.TO,20434.639525021204,12620.0
NA.PR.A.TO,20384.333825701626,5303.0
NWH.DB.TO,20353.61111111111,4000.0
PSA.TO,20320.63655244029,3040.0
DGS.PR.A.TO,20317.63373253493,9500.0
EQB.TO,20282.60729613734,7500.0
VIU.TO,20267.193788819877,15336.0
MFT.TO,20250.82937062937,7908.0
BMO.PR.T.TO,20199.186813186814,9785.0
BNS.PR.G.TO,20119.37702702703,7190.0
RY.PR.R.TO,19973.527260638297,7456.5
BIP.PR.F.TO,19957.63716814159,9127.0
MFC.PR.Q.TO,19935.748031496063,8966.5
FC.DB.G.TO,19886.029411764706,1000.0
BU.TO,19845.828767123287,9500.0
GCM.WT.B.TO,19798.700854700855,2200.0
TMD.WT.I.TO,19739.679802955667,0.0
OCS.UN.TO,19734.95359281437,15364.5
LXR.TO,19682.256470588236,7500.0
ENB.PR.P.TO,19656.43537414966,10905.0
TMD.WT.G.TO,19552.58443271768,0.0
MTY.TO,19515.630372492837,10000.0
ENT.DB.TO,19455.630287648055,0.0
CSD.TO,19424.75149700599,11551.5
XQB.TO,19417.67925504397,11400.0
CPI.TO,19342.528368794327,7617.5
ENB.PR.T.TO,19250.05452212957,10575.0
XHB.TO,19236.124750499002,12386.5
DXP.TO,19208.961685823753,10112.0
HSM.TO,19182.9469273743,12429.5
BSO.UN.TO,19141.407376362113,13223.0
OSL.UN.TO,19011.84231536926,13982.5
CQE.TO,19002.931210915292,7070.0
HBP.TO,19001.03619510042,7400.0
ZEQ.TO,18978.424603174604,10954.0
BNS.PR.Z.TO,18939.670658682633,8751.0
ALA.PR.K.TO,18922.811133200794,5335.0
TMQ.TO,18849.777957860617,8414.0
SCU.TO,18795.868443197756,8200.0
EOX.TO,18782.255319148935,2674.5
KML.PR.A.TO,18722.211488250654,6337.0
TD.PF.I.TO,18677.039603960395,8241.5
CXI.TO,18676.578804347828,4485.0
RECP.TO,18647.48969072165,15899.0
XSH.TO,18487.846112600535,9855.0
NWH.DB.C.TO,18422.973544973545,3000.0
TRP.PR.E.TO,18419.621579358874,7816.0
BAM.PF.J.TO,18356.275482093664,5956.0
ACD.DB.TO,18288.88888888889,0.0
PIC.A.TO,18226.750823994727,12600.0
MFC.PR.O.TO,18224.22074468085,7129.5
CM.PR.O.TO,18144.131355932204,8550.0
NVCN.TO,18025.13653846154,407.5
ENB.PR.V.TO,17868.789615643964,11493.0
BIP.PR.D.TO,17830.890595009598,7000.0
PVS.PR.G.TO,17749.90163934426,11700.0
TPX.B.TO,17692.647075606277,2558.0
VSP.TO,17641.0608365019,11556.0
XTG.TO,17640.47172547124,4000.0
HPF.TO,17550.527303754265,11552.5
BPO.PR.I.TO,17514.191419141913,9000.0
MID.UN.TO,17447.12801932367,9015.5
XEC.TO,17398.46838885112,9545.0
AI.DB.TO,17397.72089761571,2000.0
ALYA.TO,17364.2987012987,11057.0
TBL.TO,17316.46260032103,5100.0
NA.PR.X.TO,17308.246451612904,6168.0
RIT.TO,17271.859165709913,10369.0
HBD.TO,17087.622349982033,5630.0
CM.PR.P.TO,17056.238095238095,9244.5
ENB.PR.H.TO,16836.513856812933,10404.0
EF.UN.TO,16818.41346153846,11650.0
CORV.TO,16769.80310880829,9040.0
SMT.TO,16758.203595980962,3800.0
TF.DB.C.TO,16656.470588235294,0.0
NA.PR.S.TO,16582.584980237156,7837.0
AW.UN.TO,16483.852597098736,11100.0
SID.TO,16444.567567567567,4700.0
LFE.PR.B.TO,16435.023923444976,9100.0
ENB.PF.U.TO,16412.785840707966,10670.0
BNS.PR.E.TO,16357.558897243107,7290.5
WXM.TO,16306.72304199773,8373.0
BL.UN.TO,16251.83116883117,11600.0
BIP.PR.C.TO,16228.085536547434,5000.0
TMD.WT.H.TO,16222.005502063274,0.0
GDI.DB.TO,16214.819286256645,1000.0
ZDJ.TO,16174.873121869783,6389.0
CJT.TO,16158.701139351446,9200.0
FC.DB.D.TO,16125.634278002699,0.0
BYL.TO,16123.68797564688,4375.0
DIVS.TO,16101.581196581197,8990.0
LBS.PR.A.TO,15997.088323353293,8953.0
ZMU.TO,15918.591368846932,5385.0
W.PR.M.TO,15880.38202247191,3500.0
VCE.TO,15868.777348066298,11271.0
VUS.TO,15868.172928176795,10913.5
HXS.TO,15813.54491017964,7542.5
DEE.NT.TO,15789.62962962963,0.0
ENB.PF.E.TO,15762.530735930735,9420.0
TSU.TO,15664.394495412844,6797.0
AKT.A.TO,15633.538393645189,4010.5
TGO.TO,15603.55061295972,2384.0
BMO.PR.W.TO,15467.011343804537,8092.5
SSF.UN.TO,15386.983092783505,10560.0
AI.DB.A.TO,15382.012779552715,0.0
ADN.TO,15210.239704978489,8433.5
TD.PF.D.TO,15193.396378269617,6214.0
CM.PR.Q.TO,15192.361530715005,6500.0
CGO.TO,15142.249670619236,5800.0
CEW.TO,15139.813178855902,9632.5
XEH.TO,15110.425391591096,7461.0
FXM.TO,15103.465380249716,7947.0
CUD.TO,15086.388978063136,10583.0
KPT.TO,15085.821635544109,9409.0
ZWA.TO,15025.977693144723,10131.5
KML.PR.C.TO,15022.53872053872,7750.0
TSL.TO,15000.226564982522,4150.0
HLC.TO,14997.220998055736,1600.0
CWL.TO,14977.08210180624,4300.0
VB.TO,14840.8,8946.0
CHW.TO,14829.856910569106,8000.0
BPO.PR.E.TO,14746.99405940594,7400.0
TRP.PR.A.TO,14717.528443113772,7008.0
HYI.TO,14701.582860385925,7814.0
CSY.TO,14651.376328502416,7749.5
NA.PR.W.TO,14570.524156791249,6812.0
ZEA.TO,14547.614285714286,7527.0
ENB.PF.G.TO,14547.568079350767,7680.0
HSE.PR.A.TO,14533.739829231541,7000.0
BPO.PR.G.TO,14531.578366445916,8412.0
XSI.TO,14531.2548828125,5362.0
HWF.UN.TO,14508.33843537415,7795.0
LS.UN.TO,14505.8582278481,8929.0
CEF.TO,14472.101449275362,12093.5
RY.PR.I.TO,14456.368263473054,4992.0
FC.DB.F.TO,14358.090185676392,0.0
MFC.PR.M.TO,14321.572687224669,6900.0
IPCO.TO,14317.804772234273,2473.0
SPG.TO,14315.71186440678,4300.0
TA.PR.D.TO,14310.336826347306,7894.5
NXJ.TO,14307.096459722934,2705.0
TRP.PR.B.TO,14264.511976047905,7317.0
TRP.PR.C.TO,14260.305888223553,7365.5
NVU.DB.TO,14236.111111111111,0.0
SQP.TO,14230.925176056338,3700.0
ZZZD.TO,14184.6,10906.0
MDF.TO,14101.518137035378,3952.0
ADVZ.TO,14034.017857142857,2685.0
SFD.TO,13972.709809264305,4970.0
ZDY.TO,13949.67296021578,9266.0
HTA.TO,13897.009546539379,11070.0
FLOT.TO,13877.761627906977,7285.5
SWP.TO,13857.10465116279,10732.5
FTG.TO,13790.385700621711,2332.0
KEG.UN.TO,13776.934238741958,8200.0
ZEF.TO,13775.327883742053,7183.5
PPL.PR.M.TO,13726.889985895628,4456.0
GEC.UN.TO,13712.060240963856,9400.0
FAH.U.TO,13670.491089108911,5970.0
HAC.TO,13640.6767586821,8587.5
FRL.UN.TO,13638.467647058824,8280.0
VEF.TO,13609.110497237569,9062.0
TPH.TO,13594.88197146563,8332.5
